1, 0.0000e+00, 1.0417e+01, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 5.6485e-02, 1.3281e-18, 0.0000e+00, 5.6485e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, -7.0840e-28, -6.4907e-27, 0.0000e+00
1, 0.0000e+00, 3.1250e+01, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 3.5923e-01, -1.4962e-17, 0.0000e+00, 3.5923e-01, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 2.3211e-26, -7.1976e-27, 0.0000e+00
1, 0.0000e+00, 5.2083e+01, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 4.9829e-01, -2.1684e-19, 0.0000e+00, 4.9829e-01, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 8.8416e-27, -6.2572e-27, 0.0000e+00
1, 0.0000e+00, 7.2917e+01, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 3.4463e-01, 7.6978e-18, 0.0000e+00, 3.4463e-01, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, -1.5566e-26, -4.9130e-27, 0.0000e+00
1, 0.0000e+00, 9.3750e+01, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 1.4205e-01, 3.0900e-18, 0.0000e+00, 1.4205e-01, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.9564e-27, -2.8904e-27, 0.0000e+00
1, 0.0000e+00, 1.1458e+02, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 3.7391e-02, -7.7249e-19, 0.0000e+00, 3.7391e-02, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, -9.3212e-27, -7.2559e-27, 0.0000e+00
1, 0.0000e+00, 1.3542e+02, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 6.5026e-03, 1.4230e-19, 0.0000e+00, 6.5026e-03, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 8.7642e-28, -1.8175e-27, 0.0000e+00
1, 0.0000e+00, 1.5625e+02, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 7.6174e-04, 1.2705e-21, 0.0000e+00, 7.6174e-04, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.8175e-27, 5.4526e-27, 0.0000e+00
1, 0.0000e+00, 1.7708e+02, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 6.0834e-05, -1.2441e-21, 0.0000e+00, 6.0834e-05, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, -3.6351e-27, -4.5438e-27, 0.0000e+00
1, 0.0000e+00, 1.9792e+02, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 3.3388e-06, 1.3069e-22, 0.0000e+00, 3.3388e-06, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, -2.1810e-26, 1.9993e-26, 0.0000e+00
1, 0.0000e+00, 2.1875e+02, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 1.2663e-07, -2.5849e-25, 0.0000e+00, 1.2663e-07, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 9.0877e-28, 1.8175e-27, 0.0000e+00
1, 0.0000e+00, 2.3958e+02, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 3.3328e-09, -6.1392e-26, 0.0000e+00, 3.3328e-09, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, -9.0877e-28, -6.3614e-27, 0.0000e+00
1, 0.0000e+00, 2.6042e+02, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 6.1048e-11, -1.5146e-27, 0.0000e+00, 6.1048e-11, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 2.1810e-26, -5.4526e-27, 0.0000e+00
1, 0.0000e+00, 2.8125e+02, 6.1284e+00, 5.1423e+00, 0.0000e+00, 3.0000e+02, 0.0000e+00, 7.8012e-13, 1.1005e-28, 0.0000e+00, 7.8012e-13, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 1.3632e-26, 7.2701e-27, 0.0000e+00
